seq,timestamp_ms,ax,ay,az,gx,gy,gz
624,143292,3421,5620,-4720,-4,3,4
625,143303,3436,5608,-4698,1,3,5
626,143313,3447,5625,-4689,10,4,7
627,143332,3444,5631,-4780,23,3,6
628,143356,3445,5645,-4778,-13,7,2
629,143384,3423,5625,-4691,-7,10,4
630,143401,3447,5622,-4721,15,6,5
631,143412,3455,5639,-4766,19,5,3
632,143424,3429,5647,-4802,13,4,3
633,143435,3417,5633,-4804,3,5,5
634,143446,3450,5620,-4775,-6,5,7
635,143458,3458,5616,-4704,-11,7,1
636,143472,3421,5607,-4713,-2,3,-1
637,143489,3409,5642,-4761,14,5,3
638,143511,3441,5622,-4769,10,7,4
639,143535,3456,5623,-4733,-4,3,2
640,143552,3441,5628,-4734,0,6,2
641,143564,3441,5607,-4713,3,4,3
642,143573,3462,5613,-4716,6,4,2
643,143587,3462,5638,-4751,10,5,1
644,143602,3453,5612,-4782,10,5,3
645,143614,3466,5631,-4769,2,5,1
646,143628,3449,5643,-4770,-4,9,-3
647,143642,3450,5623,-4719,-3,8,1
648,143665,3416,5608,-4721,3,6,-2
649,143689,3448,5645,-4790,13,5,-1
650,143707,3415,5612,-4770,0,8,-2
651,143720,3440,5611,-4749,-3,6,-2
652,143733,3443,5616,-4790,7,7,1
653,143745,3457,5618,-4781,1,4,1
654,143758,3452,5617,-4747,-4,2,0
655,143771,3456,5598,-4707,1,5,5
656,143783,3451,5611,-4721,3,3,3
657,143806,3409,5617,-4789,10,5,1
658,143826,3462,5615,-4815,-2,1,6
659,143837,3483,5651,-4807,-8,0,4
660,143847,3456,5645,-4747,-9,0,3
661,143861,3443,5616,-4699,-5,-2,5
662,143882,3430,5621,-4725,11,-1,-2
663,143900,3424,5659,-4825,1,2,0
664,143913,3445,5629,-4819,-15,6,2
665,143925,3475,5612,-4715,-21,6,0
666,143939,3461,5596,-4689,-10,5,-3
667,143971,3428,5616,-4787,2,4,-6
668,144004,3434,5619,-4744,-16,7,-2
669,144015,3437,5613,-4725,-12,5,-4
670,144027,3434,5599,-4747,-6,3,-4
671,144038,3429,5621,-4777,1,0,-4
672,144052,3422,5620,-4773,1,0,-2
673,144065,3402,5594,-4741,-7,3,3
674,144077,3461,5612,-4762,-9,2,2
675,144093,3447,5638,-4784,-10,0,1
676,144138,3436,5637,-4737,0,-1,3
677,144159,3418,5610,-4772,-2,3,11
678,144178,3440,5644,-4745,-17,3,3
679,144189,3400,5637,-4738,-13,2,2
680,144201,3416,5589,-4725,-8,-1,9
681,144214,3454,5649,-4721,0,-1,6
682,144227,3457,5642,-4715,10,0,4
683,144239,3491,5622,-4795,15,-3,0
684,144253,3472,5652,-4827,1,-1,-8
685,144286,3419,5627,-4696,-24,3,-4
686,144311,3426,5623,-4726,11,-4,-1
687,144332,3449,5625,-4820,6,-1,-1
688,144346,3469,5622,-4791,-4,0,0
689,144357,3471,5610,-4760,-16,0,-1
690,144370,3430,5627,-4682,-9,5,-3
691,144381,3428,5646,-4693,0,2,-3
692,144404,3421,5638,-4748,10,-1,0
693,144437,3449,5611,-4762,-11,4,3
694,144456,3435,5603,-4705,-11,7,-2
695,144472,3412,5620,-4696,-1,5,0
696,144482,3419,5609,-4765,12,2,2
697,144495,3430,5623,-4782,10,3,4
698,144508,3440,5640,-4788,3,5,3
699,144520,3421,5599,-4734,-5,7,6
700,144533,3460,5606,-4731,4,4,10
701,144559,3435,5632,-4757,8,8,5
702,144583,3443,5625,-4755,2,5,9
703,144605,3438,5609,-4740,5,4,11
704,144618,3425,5620,-4725,6,4,10
705,144632,3442,5611,-4733,11,5,11
706,144642,3461,5628,-4734,15,2,8
707,144654,3427,5638,-4772,3,7,9
708,144668,3474,5614,-4773,0,7,10
709,144678,3501,5614,-4779,-1,8,11
710,144699,3472,5647,-4754,-2,6,2
711,144730,3426,5621,-4717,13,7,2
712,144752,3431,5637,-4759,9,11,-1
713,144765,3463,5641,-4777,7,11,0
714,144775,3504,5624,-4788,3,11,0
715,144785,3497,5629,-4783,-1,11,-6
716,144798,3460,5609,-4728,-8,13,-7
717,144811,3442,5603,-4713,0,11,-6
718,144824,3440,5612,-4730,6,10,-5
719,144837,3420,5616,-4781,-3,10,-8
720,144851,3428,5596,-4785,-6,9,-3
721,144896,3466,5594,-4764,13,5,-3
722,144922,3443,5604,-4758,-7,9,-7
723,144935,3457,5610,-4754,-9,7,-5
724,144945,3464,5608,-4738,-5,7,-4
725,144958,3429,5637,-4729,5,4,-3
726,144968,3426,5652,-4767,11,4,-4
727,144977,3426,5652,-4767,11,4,-4
728,144996,3459,5618,-4799,5,2,-1
729,145015,3461,5632,-4752,-10,6,-10
730,145045,3457,5577,-4745,-1,4,-1
731,145064,3407,5641,-4749,6,6,-7
732,145073,3415,5643,-4779,11,3,-1
733,145087,3453,5606,-4811,8,2,2
734,145101,3458,5625,-4772,-14,6,-5
735,145110,3434,5609,-4739,-17,7,-5
736,145125,3429,5608,-4736,-16,6,-4
737,145134,3445,5595,-4720,-13,5,-1
738,145147,3430,5606,-4742,-5,4,-1
739,145165,3414,5616,-4726,0,1,0
740,145198,3457,5637,-4789,5,2,1
741,145212,3472,5614,-4780,-10,0,0
742,145230,3450,5601,-4751,-15,4,0
743,145240,3453,5607,-4727,-16,5,0
744,145250,3451,5599,-4725,-11,4,2
745,145260,3432,5610,-4709,-5,4,2
746,145270,3417,5610,-4712,3,2,3
747,145280,3413,5617,-4744,11,1,6
748,145299,3446,5613,-4804,10,1,9
749,145341,3431,5594,-4714,-4,3,9
750,145359,3466,5609,-4732,9,2,10
751,145371,3448,5607,-4764,10,1,9
752,145380,3439,5620,-4796,9,1,8
753,145393,3411,5631,-4788,0,2,9
754,145405,3422,5610,-4756,-8,4,13
755,145414,3456,5580,-4734,3,3,14
756,145426,3477,5571,-4752,7,3,13
757,145438,3479,5600,-4786,4,2,9
758,145454,3451,5650,-4797,1,2,7
759,145468,3449,5604,-4761,-9,3,13
760,145493,3453,5626,-4702,-10,2,9
761,145513,3423,5610,-4734,7,-1,11
762,145523,3438,5635,-4777,15,-1,13
763,145532,3452,5622,-4811,4,2,15
764,145546,3493,5602,-4813,-9,0,15
765,145555,3502,5597,-4756,-12,0,12
766,145569,3487,5603,-4708,0,2,3
767,145578,3469,5620,-4734,10,0,3
768,145610,3420,5654,-4749,3,2,2
769,145640,3509,5601,-4762,1,5,2
770,145660,3469,5623,-4792,-7,8,-7
771,145674,3438,5615,-4762,-12,11,-7
772,145686,3438,5596,-4702,-10,8,-4
773,145697,3441,5598,-4704,-5,8,-2
774,145709,3424,5607,-4758,1,3,-4
775,145720,3399,5585,-4751,-4,4,0
776,145734,3444,5581,-4757,-4,4,6
777,145749,3501,5610,-4831,4,2,2
778,145781,3419,5559,-4676,-12,3,7
779,145812,3444,5612,-4788,11,0,9
780,145820,3444,5612,-4788,11,0,9
781,145831,3451,5610,-4756,2,4,12
782,145840,3477,5620,-4757,5,3,10
783,145854,3479,5625,-4761,6,3,7
784,145864,3464,5628,-4757,5,4,6
785,145873,3453,5613,-4743,0,3,6
786,145887,3467,5604,-4746,-5,5,4
787,145914,3474,5608,-4729,2,7,2
788,145941,3469,5590,-4766,11,9,4
789,145955,3435,5619,-4783,8,9,1
790,145973,3479,5590,-4786,-5,8,7
791,145989,3475,5597,-4777,-11,8,2
792,145998,3440,5588,-4741,-9,7,1
793,146013,3442,5582,-4733,2,5,8
794,146023,3442,5582,-4733,2,5,8
795,146032,3472,5581,-4756,11,3,8
796,146050,3454,5600,-4789,13,3,9
797,146087,3496,5587,-4736,-9,7,8
798,146108,3468,5579,-4722,2,6,5
799,146120,3464,5594,-4733,6,7,8
800,146132,3467,5589,-4756,6,6,8
801,146142,3459,5592,-4766,8,4,6
802,146151,3449,5598,-4753,9,5,6
803,146165,3456,5597,-4755,7,6,5
804,146177,3494,5619,-4794,7,7,2
805,146196,3498,5608,-4774,-3,8,3
806,146214,3504,5598,-4756,-8,6,-1
807,146244,3461,5597,-4736,0,5,-2
808,146262,3436,5592,-4739,3,5,-1
809,146273,3463,5597,-4784,7,3,0
810,146286,3481,5608,-4815,9,3,0
811,146297,3493,5578,-4773,-6,8,1
812,146311,3494,5547,-4741,-7,9,0
813,146325,3476,5560,-4726,-2,6,-3
814,146346,3441,5597,-4790,5,7,-3
815,146374,3480,5559,-4753,5,0,7
816,146400,3481,5624,-4852,17,2,-1
817,146413,3459,5600,-4823,3,4,-2
818,146427,3451,5599,-4769,-10,3,-1
819,146437,3453,5591,-4736,-17,5,0
820,146448,3457,5579,-4702,-13,7,3
821,146457,3470,5575,-4690,-2,4,7
822,146471,3486,5568,-4781,17,3,8
823,146481,3491,5568,-4808,13,5,5
824,146495,3479,5586,-4830,10,7,4
825,146510,3466,5586,-4785,-6,10,5
826,146540,3479,5565,-4715,-6,9,6
827,146558,3466,5550,-4733,0,12,8
828,146569,3475,5562,-4776,9,10,12
829,146580,3473,5578,-4772,11,7,14
830,146591,3447,5564,-4768,8,9,15
831,146603,3472,5579,-4757,7,7,17
832,146614,3490,5582,-4756,10,8,15
833,146626,3512,5558,-4754,13,9,18
834,146636,3526,5563,-4784,10,8,20
835,146647,3557,5573,-4789,5,7,16
836,146662,3509,5578,-4767,5,10,13
837,146691,3480,5587,-4727,8,8,11
838,146710,3474,5581,-4764,22,8,13
839,146723,3477,5601,-4816,16,9,8
840,146736,3495,5584,-4808,1,13,8
841,146750,3515,5540,-4814,-4,12,9
842,146762,3545,5548,-4757,-8,12,5
843,146776,3483,5511,-4717,8,6,6
844,146791,3540,5506,-4837,29,0,9
845,146802,3516,5603,-4832,13,8,-2
846,146824,3514,5572,-4751,-3,5,9
847,146862,3516,5555,-4791,11,6,3
848,146876,3519,5568,-4792,5,3,1
849,146887,3504,5560,-4802,-1,9,3
850,146899,3513,5549,-4769,-6,8,1
851,146914,3495,5556,-4754,-7,3,-2
852,146926,3482,5550,-4739,8,4,3
853,146958,3510,5588,-4840,2,6,-4
854,147010,3460,5573,-4762,-12,4,-2
855,147021,3472,5542,-4737,-5,0,5
856,147036,3511,5532,-4748,8,-2,9
857,147048,3510,5576,-4806,7,-1,0
858,147061,3511,5590,-4801,8,1,2
859,147075,3524,5586,-4815,5,1,3
860,147098,3535,5543,-4762,-14,3,1
861,147121,3478,5551,-4708,-7,4,-2
862,147159,3473,5566,-4814,14,3,1
863,147173,3518,5595,-4820,-2,2,3
864,147186,3548,5562,-4789,-8,4,5
865,147198,3579,5533,-4763,-13,4,3
866,147212,3512,5566,-4743,-2,3,-5
867,147226,3465,5567,-4739,4,3,-4
868,147242,3472,5550,-4737,4,8,4
869,147276,3523,5567,-4809,1,10,6
870,147301,3577,5529,-4768,4,9,2
871,147317,3593,5543,-4724,3,9,-1
872,147330,3585,5582,-4769,7,6,-8
873,147342,3468,5634,-4864,-5,9,-16
874,147356,3408,5606,-4832,-25,9,-15
875,147369,3404,5559,-4734,-36,9,-12
876,147384,3430,5556,-4740,-12,3,-11
877,147417,3542,5548,-4832,-5,-3,-9
878,147444,3546,5560,-4721,-20,0,-17
879,147461,3501,5530,-4724,-16,2,-17
880,147475,3464,5568,-4729,-9,5,-13
881,147487,3472,5536,-4751,-6,5,-6
882,147501,3481,5549,-4780,-3,3,-3
883,147514,3477,5554,-4797,-7,4,-4
884,147534,3504,5530,-4757,-3,8,5
885,147554,3531,5555,-4740,-4,5,6
886,147588,3475,5571,-4717,4,4,11
887,147615,3515,5550,-4769,23,3,12
888,147628,3460,5598,-4821,12,8,7
889,147641,3494,5558,-4809,4,8,13
890,147655,3539,5546,-4793,-3,8,15
891,147669,3509,5557,-4729,-6,13,9
892,147683,3508,5577,-4701,4,9,9
893,147713,3496,5589,-4780,24,6,13
894,147745,3531,5569,-4831,-1,6,11
895,147756,3536,5574,-4793,-10,8,9
896,147770,3508,5557,-4729,-8,9,8
897,147784,3522,5533,-4713,-1,8,10
898,147798,3478,5561,-4751,13,6,5
899,147812,3466,5594,-4771,12,6,8
900,147826,3511,5577,-4820,10,5,11
901,147855,3554,5543,-4801,-2,5,5
902,147885,3509,5547,-4760,2,5,-1
903,147905,3487,5585,-4793,-1,4,-4
904,147920,3476,5577,-4787,-11,4,-2
905,147933,3478,5545,-4768,-3,0,-1
906,147946,3483,5539,-4769,-4,-1,-2
907,147960,3493,5559,-4782,0,-2,-3
908,147973,3528,5518,-4801,7,-1,0
909,147989,3596,5536,-4806,7,-2,1
910,148011,3509,5551,-4748,-4,2,-9
911,148046,3528,5596,-4785,11,4,-9
912,148070,3539,5596,-4805,5,5,-13
913,148081,3582,5595,-4784,0,7,-14
914,148098,3553,5592,-4773,-8,12,-27
915,148112,3500,5599,-4759,-11,13,-33
916,148126,3432,5539,-4748,-18,12,-31
917,148145,3416,5517,-4772,-7,10,-25
918,148176,3510,5517,-4839,7,5,-12
919,148201,3543,5508,-4818,5,3,-5
920,148212,3537,5519,-4777,-1,1,-2
921,148221,3526,5536,-4746,1,0,-2
922,148234,3493,5566,-4757,6,2,3
923,148247,3446,5584,-4797,7,-2,5
924,148260,3428,5588,-4814,-1,-3,5
925,148280,3365,5568,-4752,-11,-3,7
926,148291,3405,5558,-4756,-3,-5,10
927,148301,3459,5557,-4760,4,-7,11
928,148314,3509,5578,-4774,7,-4,9
929,148349,3635,5566,-4751,1,8,-1
930,148369,3518,5569,-4786,-5,11,-10
931,148384,3486,5547,-4774,-7,15,-5
932,148399,3514,5572,-4829,-3,15,-2
933,148413,3486,5610,-4847,-3,13,-7
934,148427,3435,5537,-4824,-18,9,2
935,148444,3427,5533,-4782,-26,6,0
936,148461,3381,5564,-4749,-16,3,4
937,148491,3514,5560,-4747,7,-8,12
938,148517,3540,5605,-4816,20,-9,14
939,148530,3580,5595,-4809,-2,-6,10
940,148545,3571,5601,-4771,-10,-4,0
941,148559,3552,5600,-4750,-10,-2,-7
942,148575,3512,5597,-4740,4,1,-10
943,148595,3480,5609,-4790,8,0,-16
944,148616,3452,5615,-4816,-3,-2,-23
945,148625,3471,5611,-4799,-9,-3,-24
946,148640,3505,5570,-4785,0,-6,-30
947,148652,3507,5559,-4786,0,-8,-34
948,148674,3493,5579,-4804,0,-12,-34
949,148690,3480,5584,-4811,-1,-12,-35
950,148706,3465,5547,-4763,0,-14,-30
951,148720,3453,5567,-4768,7,-16,-33
952,148734,3428,5590,-4818,12,-16,-30
953,148759,3490,5577,-4818,7,-19,-27
954,148797,3446,5605,-4817,3,-22,-43
955,148814,3384,5612,-4705,3,-23,-42
956,148827,3378,5618,-4731,12,-22,-47
957,148841,3371,5630,-4781,18,-21,-49
958,148856,3401,5663,-4831,2,-13,-52
959,148869,3429,5647,-4828,-4,-10,-52
960,148891,3493,5586,-4773,-16,-5,-61
961,148919,3377,5609,-4819,-5,0,-70
962,148955,3309,5582,-4800,-17,2,-65
963,148966,3298,5594,-4793,-19,2,-57
964,148982,3308,5592,-4789,-16,2,-50
965,149002,3316,5560,-4774,-20,6,-39
966,149018,3350,5547,-4795,-10,4,-30
967,149027,3359,5572,-4841,0,1,-25
968,149055,3324,5573,-4770,-13,3,-13
969,149093,3284,5586,-4814,7,9,12
970,149114,3379,5593,-4846,0,13,24
971,149126,3406,5588,-4832,-8,13,26
972,149140,3359,5594,-4747,5,10,26
973,149154,3340,5606,-4729,19,8,31
974,149167,3356,5605,-4763,32,6,36
975,149179,3352,5663,-4872,21,6,35
976,149205,3354,5668,-4838,-7,7,36
977,149222,3373,5633,-4740,0,12,33
978,149242,3406,5650,-4778,16,8,26
979,149260,3418,5649,-4808,0,15,20
980,149273,3427,5629,-4791,-11,20,21
981,149298,3449,5622,-4782,-8,23,16
982,149310,3424,5609,-4809,7,23,11
983,149322,3411,5618,-4824,11,21,8
984,149334,3405,5636,-4852,9,22,4
985,149348,3404,5641,-4819,5,22,4
986,149396,3354,5617,-4792,-10,20,-1
987,149420,3391,5587,-4808,-5,15,2
988,149432,3423,5592,-4820,7,11,3
989,149443,3406,5574,-4793,7,14,5
990,149455,3396,5554,-4773,4,14,7
991,149467,3414,5576,-4788,4,12,6
992,149479,3398,5594,-4817,5,14,6
993,149517,3419,5601,-4790,-2,9,14
994,149542,3369,5609,-4795,9,3,19
995,149553,3371,5609,-4814,-1,3,17
996,149564,3375,5606,-4822,-12,7,16
997,149577,3381,5600,-4811,-22,9,17
998,149590,3404,5591,-4796,-26,7,18
999,149602,3428,5565,-4785,-23,6,20
1000,149621,3434,5591,-4774,-1,2,24
1001,149635,3445,5584,-4772,14,-2,25
1002,149649,3455,5595,-4792,17,-2,23
1003,149681,3462,5638,-4782,-10,8,15
1004,149712,3458,5614,-4736,-10,8,12
1005,149722,3428,5591,-4764,-1,8,9
1006,149736,3403,5616,-4775,12,6,10
1007,149749,3414,5597,-4780,11,7,10
1008,149761,3435,5578,-4812,12,9,9
1009,149775,3473,5601,-4844,8,10,8
1010,149792,3458,5606,-4775,-9,12,5
1011,149812,3473,5588,-4717,2,10,4
1012,149833,3467,5590,-4792,24,9,4
1013,149864,3436,5581,-4835,-2,10,5
1014,149881,3451,5582,-4792,-9,11,-3
1015,149894,3432,5616,-4775,-4,9,-4
1016,149907,3407,5589,-4787,0,8,-1
1017,149919,3423,5592,-4806,1,4,0
1018,149937,3435,5580,-4827,-6,6,2
1019,149950,3451,5575,-4788,-15,1,0
1020,149971,3457,5582,-4773,-10,1,0
1021,149995,3481,5584,-4799,5,0,1
1022,150037,3455,5606,-4765,-12,5,-5
1023,150051,3461,5610,-4759,-13,7,-3
1024,150063,3453,5617,-4775,-13,8,-6
1025,150077,3446,5589,-4793,-12,8,-9
1026,150097,3416,5600,-4811,-14,4,-13
1027,150114,3422,5580,-4764,-13,3,-9
1028,150129,3432,5560,-4776,-6,3,-5
1029,150142,3482,5571,-4805,-1,-1,-9
1030,150156,3461,5584,-4825,-5,1,-10
1031,150168,3440,5608,-4808,-12,2,-8
1032,150182,3435,5616,-4766,-18,2,-5
1033,150195,3440,5589,-4745,-10,2,0
1034,150208,3438,5582,-4744,-7,3,-4
1035,150217,3426,5598,-4801,-5,1,-7
1036,150234,3414,5596,-4812,-12,-2,-3
1037,150262,3433,5594,-4736,-9,-2,3
1038,150296,3409,5607,-4816,4,2,-3
1039,150313,3428,5617,-4804,-7,2,3
1040,150325,3480,5584,-4786,-7,1,6
1041,150341,3451,5604,-4797,2,-3,3
1042,150351,3424,5612,-4797,3,-5,2
1043,150366,3377,5596,-4722,6,-3,4
1044,150375,3388,5599,-4741,7,-2,6
1045,150396,3459,5630,-4814,5,3,5
1046,150411,3471,5659,-4818,-4,5,4
1047,150432,3482,5576,-4757,-15,6,6
1048,150446,3442,5590,-4763,-3,6,-3
1049,150460,3411,5600,-4762,0,7,-4
1050,150503,3436,5583,-4796,-10,7,0
1051,150517,3439,5605,-4773,-12,7,0
1052,150531,3429,5606,-4760,-12,3,1
1053,150546,3419,5584,-4761,-7,2,3
1054,150582,3439,5599,-4830,7,1,9
1055,150618,3455,5604,-4737,-14,5,6
1056,150629,3452,5613,-4739,-8,4,4
1057,150644,3451,5608,-4750,-1,4,5
1058,150660,3450,5620,-4809,7,5,3
1059,150670,3433,5625,-4822,-2,6,0
1060,150687,3412,5629,-4804,-12,7,-2
1061,150732,3467,5611,-4769,8,3,-1
1062,150760,3454,5632,-4776,-2,5,-2
1063,150775,3441,5604,-4771,-6,4,-2
1064,150790,3444,5591,-4772,-6,2,1
1065,150801,3446,5595,-4780,-1,1,0
1066,150816,3445,5593,-4780,2,0,2
1067,150833,3459,5593,-4737,3,5,-1
1068,150875,3430,5632,-4792,2,3,-5
1069,150895,3427,5601,-4771,-3,5,2
1070,150907,3448,5599,-4781,0,3,-1
1071,150920,3429,5595,-4778,1,4,-2
1072,150934,3445,5580,-4803,1,1,-3
1073,150948,3439,5604,-4804,-3,3,-4
1074,150960,3437,5593,-4775,-7,7,-3
1075,150981,3432,5604,-4756,-10,4,-1
1076,150993,3429,5616,-4734,-7,4,-1
1077,151056,3456,5576,-4747,-5,3,10
1078,151066,3473,5590,-4767,0,2,8
1079,151083,3454,5606,-4776,0,2,5
1080,151098,3429,5600,-4739,-4,1,8
1081,151114,3440,5596,-4754,3,1,12
1082,151129,3437,5605,-4776,7,2,7
1083,151143,3422,5613,-4788,6,4,6
1084,151165,3452,5600,-4802,-6,5,6
1085,151177,3456,5624,-4735,-11,5,2
1086,151192,3464,5610,-4720,-5,3,3
1087,151220,3423,5596,-4786,8,9,-1
1088,151249,3432,5610,-4787,-16,8,3
1089,151265,3479,5569,-4757,-16,7,6
1090,151281,3483,5605,-4776,1,3,-2
1091,151299,3418,5626,-4777,-1,3,0
1092,151345,3445,5609,-4755,-11,8,-3
1093,151364,3457,5602,-4793,-11,7,-2
1094,151381,3419,5590,-4753,-10,6,-1
1095,151397,3420,5574,-4743,-2,5,2
1096,151413,3462,5586,-4772,11,2,3
1097,151428,3464,5597,-4803,9,3,2
1098,151470,3439,5582,-4712,-13,3,5
1099,151501,3402,5626,-4813,8,0,3
1100,151512,3429,5630,-4800,-5,2,6
1101,151521,3450,5627,-4799,-15,2,4
1102,151535,3483,5599,-4762,-17,2,6
1103,151549,3484,5605,-4736,-13,-1,4
1104,151562,3448,5609,-4736,1,-2,0
1105,151576,3449,5609,-4757,9,-3,1
1106,151597,3459,5613,-4785,8,-1,1
1107,151630,3458,5609,-4761,-7,4,-4
1108,151662,3429,5593,-4753,-9,6,-3
1109,151679,3436,5595,-4764,1,3,-4
1110,151694,3408,5614,-4773,4,2,-3
1111,151708,3428,5593,-4798,3,0,2
1112,151722,3461,5599,-4785,-5,1,2
1113,151743,3441,5594,-4744,-8,4,-2
1114,151757,3443,5590,-4735,3,3,1
1115,151804,3448,5604,-4786,6,2,3
1116,151815,3469,5634,-4781,3,0,-1
1117,151825,3450,5643,-4753,3,1,-7
1118,151841,3444,5642,-4747,4,-1,-10
1119,151855,3445,5649,-4737,2,3,-14
1120,151869,3445,5653,-4772,11,5,-21
1121,151890,3474,5654,-4812,-10,9,-32
1122,151925,3428,5592,-4724,-14,10,-35
1123,151949,3431,5652,-4812,6,6,-40
1124,151960,3418,5624,-4835,-1,6,-38
1125,151974,3426,5617,-4820,-13,4,-33
1126,151988,3379,5609,-4746,-25,4,-37
1127,152001,3364,5626,-4723,-18,5,-34
1128,152015,3361,5607,-4727,-8,2,-31
1129,152028,3377,5610,-4762,-5,-2,-28
1130,152052,3381,5584,-4765,-10,-2,-17
1131,152098,3391,5607,-4794,-13,-6,-9
1132,152111,3395,5605,-4733,-14,-8,3
1133,152122,3388,5596,-4686,-8,-9,6
1134,152137,3376,5609,-4705,4,-11,8
1135,152151,3376,5656,-4810,10,-10,12
1136,152164,3383,5652,-4829,2,-13,12
1137,152184,3413,5663,-4758,-16,-13,14
1138,152215,3417,5636,-4646,10,-9,6
1139,152247,3368,5684,-4800,6,3,0
1140,152260,3388,5681,-4792,-6,8,1
1141,152274,3442,5626,-4733,-12,11,2
1142,152287,3438,5623,-4714,-1,12,-1
1143,152301,3426,5611,-4706,12,12,-3
1144,152315,3404,5648,-4781,17,11,-3
1145,152329,3384,5644,-4791,11,17,-3
1146,152345,3352,5627,-4775,-14,18,1
1147,152385,3371,5607,-4746,9,10,16
1148,152408,3379,5589,-4760,16,5,23
1149,152421,3404,5605,-4760,12,7,26
1150,152435,3442,5647,-4815,11,5,27
1151,152449,3447,5629,-4789,5,4,24
1152,152463,3424,5635,-4744,0,5,24
1153,152485,3404,5656,-4708,18,3,24
1154,152512,3444,5666,-4811,23,6,15
1155,152547,3436,5630,-4697,-9,13,-2
1156,152561,3446,5658,-4698,1,12,-5
1157,152580,3431,5633,-4811,21,12,-9
1158,152597,3430,5636,-4841,-9,15,-14
1159,152608,3408,5612,-4814,-26,15,-17
1160,152643,3403,5581,-4708,-8,11,-6
1161,152673,3404,5619,-4817,8,6,-5
1162,152692,3418,5592,-4781,-8,6,0
1163,152704,3425,5621,-4744,-9,6,0
1164,152719,3421,5601,-4760,-1,6,5
1165,152734,3420,5609,-4735,7,6,7
1166,152749,3426,5611,-4782,8,5,6
1167,152763,3410,5617,-4789,4,4,6
1168,152801,3431,5614,-4723,0,5,8
1169,152845,3418,5626,-4808,9,3,2
1170,152858,3412,5629,-4794,-1,3,1
1171,152874,3418,5596,-4763,-8,4,4
1172,152893,3418,5596,-4726,3,4,7
1173,152909,3441,5590,-4728,12,3,8
1174,152929,3474,5610,-4807,15,2,8
1175,152944,3429,5645,-4803,-6,8,0
1176,152967,3411,5595,-4740,-10,9,0
1177,152980,3378,5613,-4736,-9,8,-3
1178,153000,3377,5598,-4784,0,5,6
1179,153037,3452,5614,-4774,-3,0,3
1180,153052,3432,5637,-4754,-4,-1,1
1181,153061,3424,5627,-4724,0,0,-1
1182,153078,3454,5642,-4737,3,4,-2
1183,153110,3442,5622,-4768,-7,6,4
1184,153159,3409,5595,-4749,5,9,1
1185,153173,3428,5612,-4785,3,8,2
1186,153183,3435,5631,-4796,-5,7,-1
1187,153199,3409,5621,-4789,-11,6,-1
1188,153210,3414,5622,-4767,-12,4,2
1189,153225,3428,5604,-4766,-8,2,5
1190,153255,3400,5616,-4756,-2,5,1
1191,153293,3435,5600,-4779,-23,5,3
1192,153307,3423,5608,-4694,-13,1,3
1193,153318,3415,5602,-4710,3,0,5
1194,153334,3408,5605,-4745,12,-3,4
1195,153345,3401,5622,-4795,9,-3,7
1196,153355,3427,5616,-4816,1,0,9
1197,153372,3421,5618,-4755,-16,1,6
1198,153382,3432,5606,-4745,-16,0,8
1199,153408,3422,5626,-4752,5,-1,7
1200,153458,3442,5620,-4785,-5,1,6
1201,153473,3410,5638,-4766,-14,0,5
1202,153489,3435,5618,-4709,-8,0,6
1203,153500,3453,5622,-4731,3,-2,2
1204,153516,3444,5632,-4774,9,-2,0
1205,153531,3426,5639,-4807,-5,0,1
1206,153548,3427,5630,-4797,-13,0,-1
1207,153578,3446,5592,-4719,-3,2,0
1208,153613,3433,5615,-4802,2,2,3
1209,153631,3407,5622,-4740,-13,4,-2
1210,153648,3412,5608,-4728,-6,4,-1
1211,153658,3421,5608,-4718,1,2,1
1212,153674,3425,5623,-4778,10,1,1
1213,153702,3423,5619,-4757,-8,2,2
1214,153751,3440,5618,-4739,1,2,3
1215,153764,3422,5604,-4768,-4,5,1
1216,153782,3409,5587,-4737,-7,6,4
1217,153800,3435,5596,-4777,1,5,8
1218,153816,3416,5622,-4784,4,3,6
1219,153825,3432,5627,-4762,1,3,7
1220,153854,3432,5637,-4741,-2,5,5
1221,153904,3457,5626,-4767,-2,3,8
1222,153920,3456,5629,-4767,6,3,4
1223,153930,3448,5642,-4764,8,3,2
1224,153946,3407,5615,-4766,0,6,2
1225,153956,3443,5620,-4739,-3,6,3
1226,153972,3445,5602,-4736,-6,7,3
1227,153990,3457,5600,-4781,2,7,3
1228,154008,3437,5612,-4767,0,6,1
1229,154022,3429,5615,-4750,3,8,3
1230,154063,3436,5606,-4777,-2,8,3
1231,154073,3458,5607,-4790,-9,8,3
1232,154088,3446,5596,-4755,-11,6,4
1233,154105,3460,5609,-4735,-4,6,2
1234,154116,3422,5615,-4733,-2,7,-3
1235,154137,3401,5635,-4773,7,3,4
1236,154178,3460,5598,-4788,-12,2,4
1237,154210,3426,5601,-4740,7,2,1
1238,154221,3428,5616,-4768,4,2,5
1239,154238,3425,5619,-4770,1,2,5
1240,154255,3418,5626,-4780,-3,2,5
1241,154272,3457,5588,-4764,0,3,7
1242,154288,3468,5601,-4775,1,2,6
1243,154310,3438,5615,-4759,2,3,2
1244,154321,3451,5608,-4762,1,0,5
1245,154336,3439,5621,-4751,-1,1,5
1246,154351,3432,5621,-4764,0,-1,4
1247,154382,3473,5607,-4776,3,3,3
1248,154392,3474,5627,-4782,0,2,0
